company_id,broad_sector,metric,value,z_score
ZOMATO,Diversified,revenue_cagr_5yr,55.956890893735014,4.896883419879261
IOC,Diversified,fcf_cagr_5yr,84.8618804466276,5.773885218054704
LICI,Financials,fcf_cagr_5yr,-48.217288413715806,-3.637623040276995
